,return_id,sku_id,date,return_qty,reason,location
31996,R31997,SKU044,2024-09-22,3,Damaged,Hyderabad
31997,R31998,SKU044,2024-09-22,3,Late Delivery,Mumbai
31998,R31999,SKU044,2024-09-22,2,Wrong Item,Bangalore
31999,R32000,SKU044,2024-09-22,2,Damaged,Hyderabad
32000,R32001,SKU045,2024-09-22,3,Damaged,Chennai
32001,R32002,SKU045,2024-09-22,3,Wrong Item,Bangalore
32002,R32003,SKU045,2024-09-22,3,Wrong Item,Delhi
32003,R32004,SKU045,2024-09-22,1,Late Delivery,Delhi
32004,R32005,SKU045,2024-09-22,2,Wrong Item,Bangalore
32005,R32006,SKU045,2024-09-22,2,Other,Mumbai
32006,R32007,SKU045,2024-09-22,1,Damaged,Delhi
32007,R32008,SKU045,2024-09-22,1,Other,Mumbai
32008,R32009,SKU045,2024-09-22,1,Other,Mumbai
32009,R32010,SKU045,2024-09-22,1,Other,Bangalore
32010,R32011,SKU045,2024-09-22,3,Wrong Item,Chennai
32011,R32012,SKU046,2024-09-22,2,Late Delivery,Hyderabad
32012,R32013,SKU046,2024-09-22,3,Late Delivery,Chennai
32013,R32014,SKU046,2024-09-22,3,Damaged,Delhi
32014,R32015,SKU046,2024-09-22,2,Late Delivery,Chennai
32015,R32016,SKU046,2024-09-22,3,Late Delivery,Bangalore
32016,R32017,SKU046,2024-09-22,2,Damaged,Mumbai
32017,R32018,SKU046,2024-09-22,2,Wrong Item,Chennai
32018,R32019,SKU046,2024-09-22,1,Other,Delhi
32019,R32020,SKU047,2024-09-22,2,Wrong Item,Bangalore
32020,R32021,SKU047,2024-09-22,1,Late Delivery,Hyderabad
32021,R32022,SKU047,2024-09-22,2,Late Delivery,Bangalore
32022,R32023,SKU047,2024-09-22,3,Wrong Item,Chennai
32023,R32024,SKU047,2024-09-22,3,Late Delivery,Chennai
32024,R32025,SKU047,2024-09-22,2,Damaged,Mumbai
32025,R32026,SKU047,2024-09-22,2,Other,Chennai
32026,R32027,SKU047,2024-09-22,2,Damaged,Hyderabad
32027,R32028,SKU047,2024-09-22,1,Other,Hyderabad
32028,R32029,SKU047,2024-09-22,2,Late Delivery,Chennai
32029,R32030,SKU047,2024-09-22,1,Damaged,Chennai
32030,R32031,SKU047,2024-09-22,3,Late Delivery,Delhi
32031,R32032,SKU047,2024-09-22,3,Wrong Item,Mumbai
32032,R32033,SKU047,2024-09-22,2,Late Delivery,Hyderabad
32033,R32034,SKU047,2024-09-22,3,Wrong Item,Delhi
32034,R32035,SKU047,2024-09-22,2,Late Delivery,Hyderabad
32035,R32036,SKU047,2024-09-22,2,Late Delivery,Hyderabad
32036,R32037,SKU047,2024-09-22,2,Late Delivery,Mumbai
32037,R32038,SKU047,2024-09-22,1,Other,Chennai
32038,R32039,SKU047,2024-09-22,2,Late Delivery,Hyderabad
32039,R32040,SKU047,2024-09-22,2,Wrong Item,Hyderabad
32040,R32041,SKU047,2024-09-22,1,Wrong Item,Delhi
32041,R32042,SKU048,2024-09-22,1,Late Delivery,Bangalore
32042,R32043,SKU048,2024-09-22,3,Other,Hyderabad
32043,R32044,SKU048,2024-09-22,2,Late Delivery,Delhi
32044,R32045,SKU048,2024-09-22,3,Wrong Item,Chennai
32045,R32046,SKU048,2024-09-22,3,Damaged,Bangalore
32046,R32047,SKU048,2024-09-22,2,Wrong Item,Delhi
32047,R32048,SKU048,2024-09-22,3,Wrong Item,Delhi
32048,R32049,SKU048,2024-09-22,3,Late Delivery,Mumbai
32049,R32050,SKU048,2024-09-22,1,Damaged,Mumbai
32050,R32051,SKU048,2024-09-22,3,Wrong Item,Mumbai
32051,R32052,SKU048,2024-09-22,1,Wrong Item,Bangalore
32052,R32053,SKU049,2024-09-22,2,Late Delivery,Delhi
32053,R32054,SKU049,2024-09-22,3,Damaged,Mumbai
32054,R32055,SKU049,2024-09-22,3,Damaged,Hyderabad
32055,R32056,SKU049,2024-09-22,3,Late Delivery,Hyderabad
32056,R32057,SKU049,2024-09-22,2,Damaged,Mumbai
32057,R32058,SKU049,2024-09-22,3,Wrong Item,Mumbai
32058,R32059,SKU049,2024-09-22,2,Wrong Item,Chennai
32059,R32060,SKU049,2024-09-22,2,Wrong Item,Mumbai
32060,R32061,SKU049,2024-09-22,1,Wrong Item,Chennai
32061,R32062,SKU049,2024-09-22,1,Late Delivery,Hyderabad
32062,R32063,SKU049,2024-09-22,2,Damaged,Bangalore
32063,R32064,SKU049,2024-09-22,2,Late Delivery,Delhi
32064,R32065,SKU049,2024-09-22,1,Wrong Item,Mumbai
32065,R32066,SKU049,2024-09-22,1,Damaged,Delhi
32066,R32067,SKU049,2024-09-22,3,Wrong Item,Bangalore
32067,R32068,SKU049,2024-09-22,2,Late Delivery,Delhi
32068,R32069,SKU049,2024-09-22,3,Wrong Item,Chennai
32069,R32070,SKU049,2024-09-22,3,Wrong Item,Bangalore
32070,R32071,SKU049,2024-09-22,2,Other,Delhi
32071,R32072,SKU049,2024-09-22,1,Other,Delhi
32072,R32073,SKU050,2024-09-22,3,Other,Bangalore
32073,R32074,SKU050,2024-09-22,2,Wrong Item,Mumbai
32074,R32075,SKU050,2024-09-22,3,Wrong Item,Delhi
32075,R32076,SKU050,2024-09-22,3,Other,Mumbai
32076,R32077,SKU050,2024-09-22,1,Late Delivery,Hyderabad
32077,R32078,SKU050,2024-09-22,2,Other,Chennai
32078,R32079,SKU050,2024-09-22,2,Wrong Item,Hyderabad
32079,R32080,SKU050,2024-09-22,1,Damaged,Chennai
32080,R32081,SKU050,2024-09-22,3,Wrong Item,Delhi
32081,R32082,SKU050,2024-09-22,3,Late Delivery,Chennai
32082,R32083,SKU050,2024-09-22,1,Damaged,Delhi
32083,R32084,SKU050,2024-09-22,1,Wrong Item,Chennai
32084,R32085,SKU050,2024-09-22,3,Late Delivery,Hyderabad
32085,R32086,SKU050,2024-09-22,3,Other,Delhi
32086,R32087,SKU050,2024-09-22,1,Other,Bangalore
32087,R32088,SKU050,2024-09-22,1,Other,Delhi
32088,R32089,SKU001,2024-09-29,1,Other,Chennai
32089,R32090,SKU001,2024-09-29,2,Late Delivery,Hyderabad
32090,R32091,SKU001,2024-09-29,3,Damaged,Mumbai
32091,R32092,SKU001,2024-09-29,2,Other,Chennai
32092,R32093,SKU001,2024-09-29,2,Other,Chennai
32093,R32094,SKU001,2024-09-29,3,Wrong Item,Chennai
32094,R32095,SKU001,2024-09-29,1,Damaged,Mumbai
32095,R32096,SKU001,2024-09-29,1,Other,Chennai
32096,R32097,SKU001,2024-09-29,2,Other,Hyderabad
32097,R32098,SKU001,2024-09-29,2,Other,Mumbai
32098,R32099,SKU001,2024-09-29,2,Wrong Item,Mumbai
32099,R32100,SKU001,2024-09-29,3,Wrong Item,Delhi
32100,R32101,SKU001,2024-09-29,3,Other,Chennai
32101,R32102,SKU001,2024-09-29,2,Late Delivery,Bangalore
32102,R32103,SKU001,2024-09-29,1,Damaged,Chennai
32103,R32104,SKU001,2024-09-29,2,Damaged,Delhi
32104,R32105,SKU001,2024-09-29,1,Late Delivery,Hyderabad
32105,R32106,SKU002,2024-09-29,2,Wrong Item,Hyderabad
32106,R32107,SKU002,2024-09-29,2,Damaged,Hyderabad
32107,R32108,SKU002,2024-09-29,3,Damaged,Chennai
32108,R32109,SKU002,2024-09-29,1,Other,Chennai
32109,R32110,SKU002,2024-09-29,2,Damaged,Bangalore
32110,R32111,SKU002,2024-09-29,3,Late Delivery,Delhi
32111,R32112,SKU002,2024-09-29,2,Damaged,Bangalore
32112,R32113,SKU003,2024-09-29,1,Damaged,Chennai
32113,R32114,SKU003,2024-09-29,2,Wrong Item,Delhi
32114,R32115,SKU003,2024-09-29,1,Other,Bangalore
32115,R32116,SKU003,2024-09-29,2,Wrong Item,Chennai
32116,R32117,SKU003,2024-09-29,2,Other,Bangalore
32117,R32118,SKU003,2024-09-29,2,Damaged,Bangalore
32118,R32119,SKU003,2024-09-29,1,Damaged,Hyderabad
32119,R32120,SKU003,2024-09-29,3,Late Delivery,Delhi
32120,R32121,SKU003,2024-09-29,2,Late Delivery,Hyderabad
32121,R32122,SKU003,2024-09-29,3,Late Delivery,Chennai
32122,R32123,SKU004,2024-09-29,2,Damaged,Hyderabad
32123,R32124,SKU004,2024-09-29,2,Other,Mumbai
32124,R32125,SKU004,2024-09-29,1,Other,Hyderabad
32125,R32126,SKU004,2024-09-29,3,Late Delivery,Delhi
32126,R32127,SKU004,2024-09-29,2,Damaged,Mumbai
32127,R32128,SKU004,2024-09-29,1,Damaged,Hyderabad
32128,R32129,SKU004,2024-09-29,1,Damaged,Delhi
32129,R32130,SKU004,2024-09-29,3,Wrong Item,Chennai
32130,R32131,SKU004,2024-09-29,2,Damaged,Delhi
32131,R32132,SKU004,2024-09-29,2,Other,Chennai
32132,R32133,SKU004,2024-09-29,2,Wrong Item,Mumbai
32133,R32134,SKU004,2024-09-29,1,Wrong Item,Hyderabad
32134,R32135,SKU004,2024-09-29,1,Late Delivery,Bangalore
32135,R32136,SKU005,2024-09-29,3,Wrong Item,Chennai
32136,R32137,SKU005,2024-09-29,2,Wrong Item,Mumbai
32137,R32138,SKU005,2024-09-29,2,Late Delivery,Mumbai
32138,R32139,SKU005,2024-09-29,1,Wrong Item,Hyderabad
32139,R32140,SKU005,2024-09-29,3,Damaged,Hyderabad
32140,R32141,SKU005,2024-09-29,3,Wrong Item,Delhi
32141,R32142,SKU005,2024-09-29,3,Wrong Item,Mumbai
32142,R32143,SKU005,2024-09-29,1,Wrong Item,Bangalore
32143,R32144,SKU005,2024-09-29,2,Late Delivery,Chennai
32144,R32145,SKU005,2024-09-29,3,Damaged,Hyderabad
32145,R32146,SKU005,2024-09-29,2,Other,Chennai
32146,R32147,SKU005,2024-09-29,1,Other,Chennai
32147,R32148,SKU005,2024-09-29,2,Damaged,Bangalore
32148,R32149,SKU005,2024-09-29,2,Other,Mumbai
32149,R32150,SKU005,2024-09-29,1,Other,Delhi
32150,R32151,SKU005,2024-09-29,1,Damaged,Mumbai
32151,R32152,SKU006,2024-09-29,1,Other,Bangalore
32152,R32153,SKU006,2024-09-29,3,Other,Hyderabad
32153,R32154,SKU006,2024-09-29,2,Other,Chennai
32154,R32155,SKU006,2024-09-29,2,Damaged,Delhi
32155,R32156,SKU006,2024-09-29,2,Damaged,Hyderabad
32156,R32157,SKU006,2024-09-29,3,Damaged,Delhi
32157,R32158,SKU006,2024-09-29,2,Damaged,Bangalore
32158,R32159,SKU006,2024-09-29,1,Damaged,Delhi
32159,R32160,SKU006,2024-09-29,1,Late Delivery,Mumbai
32160,R32161,SKU006,2024-09-29,1,Late Delivery,Mumbai
32161,R32162,SKU006,2024-09-29,2,Damaged,Hyderabad
32162,R32163,SKU006,2024-09-29,2,Wrong Item,Hyderabad
32163,R32164,SKU006,2024-09-29,2,Other,Mumbai
32164,R32165,SKU006,2024-09-29,1,Late Delivery,Delhi
32165,R32166,SKU006,2024-09-29,1,Damaged,Hyderabad
32166,R32167,SKU006,2024-09-29,3,Wrong Item,Delhi
32167,R32168,SKU006,2024-09-29,3,Damaged,Bangalore
32168,R32169,SKU006,2024-09-29,3,Late Delivery,Chennai
32169,R32170,SKU006,2024-09-29,3,Wrong Item,Chennai
32170,R32171,SKU006,2024-09-29,1,Other,Bangalore
32171,R32172,SKU007,2024-09-29,1,Damaged,Bangalore
32172,R32173,SKU007,2024-09-29,1,Damaged,Hyderabad
32173,R32174,SKU007,2024-09-29,2,Other,Bangalore
32174,R32175,SKU007,2024-09-29,3,Other,Chennai
32175,R32176,SKU007,2024-09-29,1,Other,Mumbai
32176,R32177,SKU007,2024-09-29,1,Late Delivery,Mumbai
32177,R32178,SKU007,2024-09-29,1,Other,Bangalore
32178,R32179,SKU007,2024-09-29,2,Wrong Item,Bangalore
32179,R32180,SKU007,2024-09-29,2,Damaged,Mumbai
32180,R32181,SKU007,2024-09-29,2,Wrong Item,Chennai
32181,R32182,SKU007,2024-09-29,2,Wrong Item,Chennai
32182,R32183,SKU007,2024-09-29,1,Damaged,Bangalore
32183,R32184,SKU007,2024-09-29,3,Late Delivery,Bangalore
32184,R32185,SKU007,2024-09-29,3,Wrong Item,Hyderabad
32185,R32186,SKU007,2024-09-29,3,Late Delivery,Delhi
32186,R32187,SKU007,2024-09-29,3,Wrong Item,Mumbai
32187,R32188,SKU007,2024-09-29,1,Damaged,Chennai
32188,R32189,SKU007,2024-09-29,3,Wrong Item,Chennai
32189,R32190,SKU008,2024-09-29,2,Damaged,Bangalore
32190,R32191,SKU008,2024-09-29,3,Late Delivery,Chennai
32191,R32192,SKU008,2024-09-29,2,Damaged,Delhi
32192,R32193,SKU008,2024-09-29,2,Late Delivery,Mumbai
32193,R32194,SKU008,2024-09-29,1,Damaged,Mumbai
32194,R32195,SKU008,2024-09-29,1,Other,Hyderabad
32195,R32196,SKU009,2024-09-29,2,Damaged,Hyderabad
32196,R32197,SKU009,2024-09-29,3,Wrong Item,Mumbai
32197,R32198,SKU009,2024-09-29,1,Wrong Item,Hyderabad
32198,R32199,SKU009,2024-09-29,2,Wrong Item,Chennai
32199,R32200,SKU009,2024-09-29,1,Damaged,Chennai
32200,R32201,SKU009,2024-09-29,3,Wrong Item,Hyderabad
32201,R32202,SKU009,2024-09-29,2,Wrong Item,Bangalore
32202,R32203,SKU009,2024-09-29,2,Damaged,Hyderabad
32203,R32204,SKU009,2024-09-29,3,Other,Chennai
32204,R32205,SKU009,2024-09-29,2,Wrong Item,Hyderabad
32205,R32206,SKU009,2024-09-29,3,Late Delivery,Mumbai
32206,R32207,SKU009,2024-09-29,3,Damaged,Mumbai
32207,R32208,SKU009,2024-09-29,2,Late Delivery,Delhi
32208,R32209,SKU009,2024-09-29,2,Damaged,Delhi
32209,R32210,SKU010,2024-09-29,2,Wrong Item,Chennai
32210,R32211,SKU010,2024-09-29,3,Other,Chennai
32211,R32212,SKU010,2024-09-29,2,Other,Delhi
32212,R32213,SKU010,2024-09-29,2,Wrong Item,Chennai
32213,R32214,SKU010,2024-09-29,1,Other,Delhi
32214,R32215,SKU010,2024-09-29,2,Damaged,Delhi
32215,R32216,SKU010,2024-09-29,1,Late Delivery,Delhi
32216,R32217,SKU010,2024-09-29,2,Damaged,Mumbai
32217,R32218,SKU010,2024-09-29,1,Damaged,Mumbai
32218,R32219,SKU011,2024-09-29,1,Late Delivery,Hyderabad
32219,R32220,SKU011,2024-09-29,1,Wrong Item,Bangalore
32220,R32221,SKU011,2024-09-29,1,Damaged,Bangalore
32221,R32222,SKU011,2024-09-29,3,Late Delivery,Bangalore
32222,R32223,SKU011,2024-09-29,2,Other,Mumbai
32223,R32224,SKU011,2024-09-29,1,Damaged,Chennai
32224,R32225,SKU011,2024-09-29,1,Late Delivery,Hyderabad
32225,R32226,SKU011,2024-09-29,1,Wrong Item,Chennai
32226,R32227,SKU011,2024-09-29,3,Wrong Item,Hyderabad
32227,R32228,SKU011,2024-09-29,2,Wrong Item,Chennai
32228,R32229,SKU011,2024-09-29,1,Late Delivery,Chennai
32229,R32230,SKU011,2024-09-29,1,Wrong Item,Hyderabad
32230,R32231,SKU011,2024-09-29,1,Damaged,Mumbai
32231,R32232,SKU011,2024-09-29,1,Late Delivery,Hyderabad
32232,R32233,SKU011,2024-09-29,3,Damaged,Delhi
32233,R32234,SKU011,2024-09-29,2,Late Delivery,Chennai
32234,R32235,SKU012,2024-09-29,1,Other,Hyderabad
32235,R32236,SKU012,2024-09-29,3,Damaged,Mumbai
32236,R32237,SKU012,2024-09-29,2,Late Delivery,Chennai
32237,R32238,SKU012,2024-09-29,1,Damaged,Bangalore
32238,R32239,SKU012,2024-09-29,3,Late Delivery,Mumbai
32239,R32240,SKU012,2024-09-29,3,Late Delivery,Hyderabad
32240,R32241,SKU012,2024-09-29,2,Other,Hyderabad
32241,R32242,SKU012,2024-09-29,3,Damaged,Delhi
32242,R32243,SKU012,2024-09-29,3,Wrong Item,Delhi
32243,R32244,SKU012,2024-09-29,1,Other,Hyderabad
32244,R32245,SKU012,2024-09-29,2,Late Delivery,Hyderabad
32245,R32246,SKU012,2024-09-29,2,Late Delivery,Chennai
32246,R32247,SKU012,2024-09-29,1,Damaged,Chennai
32247,R32248,SKU013,2024-09-29,1,Late Delivery,Chennai
32248,R32249,SKU013,2024-09-29,3,Wrong Item,Delhi
32249,R32250,SKU013,2024-09-29,1,Wrong Item,Hyderabad
32250,R32251,SKU013,2024-09-29,3,Other,Delhi
32251,R32252,SKU013,2024-09-29,3,Other,Hyderabad
32252,R32253,SKU013,2024-09-29,3,Late Delivery,Mumbai
32253,R32254,SKU013,2024-09-29,3,Wrong Item,Mumbai
32254,R32255,SKU013,2024-09-29,1,Wrong Item,Chennai
32255,R32256,SKU013,2024-09-29,3,Wrong Item,Bangalore
32256,R32257,SKU013,2024-09-29,1,Late Delivery,Mumbai
32257,R32258,SKU013,2024-09-29,2,Late Delivery,Delhi
32258,R32259,SKU013,2024-09-29,3,Other,Mumbai
32259,R32260,SKU014,2024-09-29,2,Other,Mumbai
32260,R32261,SKU014,2024-09-29,2,Damaged,Mumbai
32261,R32262,SKU014,2024-09-29,3,Late Delivery,Hyderabad
32262,R32263,SKU014,2024-09-29,2,Damaged,Mumbai
32263,R32264,SKU014,2024-09-29,1,Wrong Item,Hyderabad
32264,R32265,SKU014,2024-09-29,1,Other,Hyderabad
32265,R32266,SKU014,2024-09-29,3,Damaged,Hyderabad
32266,R32267,SKU014,2024-09-29,1,Late Delivery,Bangalore
32267,R32268,SKU014,2024-09-29,2,Wrong Item,Bangalore
32268,R32269,SKU014,2024-09-29,1,Other,Hyderabad
32269,R32270,SKU014,2024-09-29,1,Wrong Item,Mumbai
32270,R32271,SKU014,2024-09-29,1,Damaged,Delhi
32271,R32272,SKU014,2024-09-29,2,Wrong Item,Bangalore
32272,R32273,SKU014,2024-09-29,1,Damaged,Hyderabad
32273,R32274,SKU014,2024-09-29,1,Other,Delhi
32274,R32275,SKU014,2024-09-29,3,Wrong Item,Hyderabad
32275,R32276,SKU014,2024-09-29,3,Damaged,Delhi
32276,R32277,SKU015,2024-09-29,3,Damaged,Bangalore
32277,R32278,SKU015,2024-09-29,3,Damaged,Bangalore
32278,R32279,SKU015,2024-09-29,2,Damaged,Mumbai
32279,R32280,SKU015,2024-09-29,3,Late Delivery,Bangalore
32280,R32281,SKU015,2024-09-29,2,Damaged,Chennai
32281,R32282,SKU015,2024-09-29,1,Damaged,Bangalore
32282,R32283,SKU015,2024-09-29,2,Late Delivery,Mumbai
32283,R32284,SKU015,2024-09-29,3,Late Delivery,Hyderabad
32284,R32285,SKU015,2024-09-29,1,Other,Mumbai
32285,R32286,SKU015,2024-09-29,3,Other,Mumbai
32286,R32287,SKU015,2024-09-29,2,Late Delivery,Delhi
32287,R32288,SKU016,2024-09-29,1,Late Delivery,Bangalore
32288,R32289,SKU016,2024-09-29,3,Other,Bangalore
32289,R32290,SKU016,2024-09-29,2,Damaged,Delhi
32290,R32291,SKU016,2024-09-29,3,Wrong Item,Chennai
32291,R32292,SKU016,2024-09-29,2,Other,Hyderabad
32292,R32293,SKU016,2024-09-29,1,Damaged,Delhi
32293,R32294,SKU016,2024-09-29,3,Late Delivery,Hyderabad
32294,R32295,SKU016,2024-09-29,2,Late Delivery,Bangalore
32295,R32296,SKU017,2024-09-29,2,Wrong Item,Hyderabad
32296,R32297,SKU017,2024-09-29,3,Damaged,Delhi
32297,R32298,SKU017,2024-09-29,2,Damaged,Hyderabad
32298,R32299,SKU017,2024-09-29,1,Damaged,Mumbai
32299,R32300,SKU017,2024-09-29,3,Other,Mumbai
32300,R32301,SKU017,2024-09-29,2,Wrong Item,Hyderabad
32301,R32302,SKU017,2024-09-29,3,Damaged,Hyderabad
32302,R32303,SKU017,2024-09-29,3,Other,Bangalore
32303,R32304,SKU017,2024-09-29,2,Other,Chennai
32304,R32305,SKU017,2024-09-29,2,Other,Mumbai
32305,R32306,SKU018,2024-09-29,3,Wrong Item,Bangalore
32306,R32307,SKU018,2024-09-29,2,Late Delivery,Delhi
32307,R32308,SKU018,2024-09-29,1,Wrong Item,Delhi
32308,R32309,SKU018,2024-09-29,2,Other,Chennai
32309,R32310,SKU018,2024-09-29,3,Late Delivery,Mumbai
32310,R32311,SKU018,2024-09-29,1,Wrong Item,Delhi
32311,R32312,SKU018,2024-09-29,3,Other,Hyderabad
32312,R32313,SKU018,2024-09-29,1,Damaged,Delhi
32313,R32314,SKU018,2024-09-29,1,Other,Hyderabad
32314,R32315,SKU018,2024-09-29,3,Damaged,Mumbai
32315,R32316,SKU018,2024-09-29,2,Damaged,Chennai
32316,R32317,SKU018,2024-09-29,3,Wrong Item,Mumbai
32317,R32318,SKU018,2024-09-29,1,Damaged,Bangalore
32318,R32319,SKU018,2024-09-29,1,Other,Mumbai
32319,R32320,SKU018,2024-09-29,3,Damaged,Chennai
32320,R32321,SKU018,2024-09-29,1,Late Delivery,Chennai
32321,R32322,SKU018,2024-09-29,1,Damaged,Chennai
32322,R32323,SKU019,2024-09-29,3,Other,Delhi
32323,R32324,SKU019,2024-09-29,1,Damaged,Hyderabad
32324,R32325,SKU019,2024-09-29,3,Wrong Item,Delhi
32325,R32326,SKU019,2024-09-29,1,Other,Bangalore
32326,R32327,SKU019,2024-09-29,1,Late Delivery,Delhi
32327,R32328,SKU019,2024-09-29,3,Wrong Item,Delhi
32328,R32329,SKU019,2024-09-29,3,Other,Hyderabad
32329,R32330,SKU019,2024-09-29,1,Other,Hyderabad
32330,R32331,SKU019,2024-09-29,3,Other,Delhi
32331,R32332,SKU019,2024-09-29,2,Damaged,Chennai
32332,R32333,SKU019,2024-09-29,2,Damaged,Hyderabad
32333,R32334,SKU019,2024-09-29,3,Damaged,Mumbai
32334,R32335,SKU019,2024-09-29,2,Late Delivery,Bangalore
32335,R32336,SKU019,2024-09-29,1,Late Delivery,Hyderabad
32336,R32337,SKU019,2024-09-29,2,Late Delivery,Delhi
32337,R32338,SKU019,2024-09-29,2,Late Delivery,Hyderabad
32338,R32339,SKU019,2024-09-29,2,Other,Bangalore
32339,R32340,SKU019,2024-09-29,1,Wrong Item,Delhi
32340,R32341,SKU019,2024-09-29,2,Damaged,Chennai
32341,R32342,SKU019,2024-09-29,2,Late Delivery,Delhi
32342,R32343,SKU019,2024-09-29,3,Other,Chennai
32343,R32344,SKU019,2024-09-29,1,Wrong Item,Delhi
32344,R32345,SKU019,2024-09-29,2,Wrong Item,Delhi
32345,R32346,SKU020,2024-09-29,2,Other,Hyderabad
32346,R32347,SKU020,2024-09-29,1,Wrong Item,Hyderabad
32347,R32348,SKU020,2024-09-29,1,Damaged,Bangalore
32348,R32349,SKU020,2024-09-29,3,Wrong Item,Mumbai
32349,R32350,SKU020,2024-09-29,1,Wrong Item,Chennai
32350,R32351,SKU020,2024-09-29,1,Late Delivery,Bangalore
32351,R32352,SKU020,2024-09-29,3,Other,Mumbai
32352,R32353,SKU020,2024-09-29,3,Other,Delhi
32353,R32354,SKU020,2024-09-29,3,Damaged,Delhi
32354,R32355,SKU021,2024-09-29,1,Wrong Item,Delhi
32355,R32356,SKU021,2024-09-29,1,Late Delivery,Mumbai
32356,R32357,SKU021,2024-09-29,3,Damaged,Hyderabad
32357,R32358,SKU021,2024-09-29,1,Other,Hyderabad
32358,R32359,SKU021,2024-09-29,3,Late Delivery,Mumbai
32359,R32360,SKU021,2024-09-29,1,Damaged,Delhi
32360,R32361,SKU021,2024-09-29,3,Damaged,Chennai
32361,R32362,SKU021,2024-09-29,1,Other,Chennai
32362,R32363,SKU021,2024-09-29,3,Wrong Item,Chennai
32363,R32364,SKU021,2024-09-29,1,Wrong Item,Delhi
32364,R32365,SKU021,2024-09-29,3,Other,Mumbai
32365,R32366,SKU022,2024-09-29,2,Other,Hyderabad
32366,R32367,SKU022,2024-09-29,3,Damaged,Hyderabad
32367,R32368,SKU022,2024-09-29,2,Late Delivery,Bangalore
32368,R32369,SKU022,2024-09-29,1,Wrong Item,Bangalore
32369,R32370,SKU022,2024-09-29,1,Damaged,Hyderabad
32370,R32371,SKU022,2024-09-29,2,Late Delivery,Delhi
32371,R32372,SKU022,2024-09-29,3,Late Delivery,Delhi
32372,R32373,SKU022,2024-09-29,2,Wrong Item,Bangalore
32373,R32374,SKU022,2024-09-29,3,Wrong Item,Mumbai
32374,R32375,SKU023,2024-09-29,2,Late Delivery,Bangalore
32375,R32376,SKU023,2024-09-29,2,Other,Hyderabad
32376,R32377,SKU023,2024-09-29,1,Wrong Item,Delhi
32377,R32378,SKU023,2024-09-29,3,Damaged,Delhi
32378,R32379,SKU023,2024-09-29,1,Other,Bangalore
32379,R32380,SKU023,2024-09-29,2,Late Delivery,Mumbai
32380,R32381,SKU023,2024-09-29,3,Wrong Item,Hyderabad
32381,R32382,SKU023,2024-09-29,3,Other,Hyderabad
32382,R32383,SKU023,2024-09-29,1,Other,Delhi
32383,R32384,SKU023,2024-09-29,3,Wrong Item,Bangalore
32384,R32385,SKU023,2024-09-29,1,Late Delivery,Bangalore
32385,R32386,SKU023,2024-09-29,2,Wrong Item,Hyderabad
32386,R32387,SKU023,2024-09-29,1,Late Delivery,Bangalore
32387,R32388,SKU023,2024-09-29,1,Other,Delhi
32388,R32389,SKU023,2024-09-29,1,Other,Bangalore
32389,R32390,SKU023,2024-09-29,3,Wrong Item,Delhi
32390,R32391,SKU024,2024-09-29,1,Late Delivery,Hyderabad
32391,R32392,SKU024,2024-09-29,3,Damaged,Chennai
32392,R32393,SKU024,2024-09-29,2,Wrong Item,Chennai
32393,R32394,SKU024,2024-09-29,2,Damaged,Hyderabad
32394,R32395,SKU024,2024-09-29,2,Other,Hyderabad
32395,R32396,SKU024,2024-09-29,3,Late Delivery,Hyderabad
32396,R32397,SKU024,2024-09-29,3,Wrong Item,Mumbai
32397,R32398,SKU024,2024-09-29,2,Wrong Item,Hyderabad
32398,R32399,SKU024,2024-09-29,1,Damaged,Hyderabad
32399,R32400,SKU025,2024-09-29,3,Late Delivery,Hyderabad
32400,R32401,SKU025,2024-09-29,3,Damaged,Chennai
32401,R32402,SKU025,2024-09-29,3,Other,Delhi
32402,R32403,SKU025,2024-09-29,3,Damaged,Chennai
32403,R32404,SKU025,2024-09-29,1,Damaged,Chennai
32404,R32405,SKU025,2024-09-29,1,Wrong Item,Hyderabad
32405,R32406,SKU025,2024-09-29,2,Other,Mumbai
32406,R32407,SKU025,2024-09-29,3,Damaged,Mumbai
32407,R32408,SKU025,2024-09-29,2,Other,Mumbai
32408,R32409,SKU025,2024-09-29,2,Wrong Item,Bangalore
32409,R32410,SKU025,2024-09-29,2,Other,Hyderabad
32410,R32411,SKU026,2024-09-29,3,Other,Hyderabad
32411,R32412,SKU026,2024-09-29,3,Damaged,Hyderabad
32412,R32413,SKU026,2024-09-29,3,Late Delivery,Mumbai
32413,R32414,SKU026,2024-09-29,2,Late Delivery,Delhi
32414,R32415,SKU026,2024-09-29,2,Late Delivery,Bangalore
32415,R32416,SKU026,2024-09-29,1,Wrong Item,Bangalore
32416,R32417,SKU026,2024-09-29,2,Wrong Item,Chennai
32417,R32418,SKU026,2024-09-29,2,Damaged,Bangalore
32418,R32419,SKU026,2024-09-29,3,Other,Chennai
32419,R32420,SKU026,2024-09-29,3,Wrong Item,Bangalore
32420,R32421,SKU026,2024-09-29,1,Damaged,Mumbai
32421,R32422,SKU026,2024-09-29,2,Damaged,Chennai
32422,R32423,SKU026,2024-09-29,2,Wrong Item,Bangalore
32423,R32424,SKU026,2024-09-29,3,Other,Chennai
32424,R32425,SKU026,2024-09-29,3,Late Delivery,Delhi
32425,R32426,SKU026,2024-09-29,3,Wrong Item,Delhi
32426,R32427,SKU026,2024-09-29,1,Wrong Item,Mumbai
